X,Y
41.158,49.557
39.907,46.682
39.35,45.047
39.22,43.424
39.168,42.78
39.273,41.526
40.077,40.666
41.991,41.375
43.599,42.639
45.083,44.173
46.137,47.759
46.628,50.933
45.497,53.666
44.849,55.584
44.174,55.513
43.448,54.597
42.22,52.912
41.163,50.582
40.254,48.116
38.096,45.611
34.481,42.871
29.977,40.852
26.119,39.148
22.917,37.535
21.436,36.435
19.628,37.035
18.69,37.815
17.355,40.523
16.021,44.788
15.437,48.426
14.977,52.352
15.134,57.086
16.016,60.421
17.274,62.083
19.204,62.739
21.487,63.727
22.38,64.814
23.252,65.283
25.054,65.742
26.422,65.697
27.239,65.781
27.965,65.95
28.945,66.058
29.195,65.918
29.401,66.33
29.634,66.299
30.273,66.407
31.148,66.235
31.946,66.06
33.13,65.732
34.203,65.492
34.04,65.185
33.345,65.263
32.421,65.665
31.936,65.646
31.844,66.047
31.576,65.811
32.515,64.748
34.455,63.361
36.692,62.103
39.024,61.76
40.816,63.915
40.924,64.149
38.787,64.077
37.015,63.864
37.32,61.832
38.299,59.693
39.495,57.693
40.789,55.048
41.218,51.244
42.23,48.127
43.386,45.194
44.497,42.622
45.395,40.742
47.593,39.199
50.034,37.471
51.2,37.229
50.866,36.172
52.166,34.331
54.332,32.983
56.552,33.209
57.817,34.507
59.281,35.334
60.831,36.563
61.262,37.187
61.469,38.168
61.639,40.079
61.544,42.295
61.821,44.046
62.417,44.416
62.05,43.611
61.444,44.084
60.693,45.006
59.909,45.849
59.143,46.768
58.769,47.927
59.035,45.672
59.95,42.253
61.63,40.365
62.871,41.64
62.717,42.02
61.446,40.217
60.749,38.327
58.73,36.774
58.426,34.191
57.7,33.088
55.279,32.591
52.729,31.942
48.948,31.887
44.306,30.972
41.891,30.48
41.293,32.21
42.321,32.592
43.643,33.792
44.636,37.224
45.075,39.342
45.42,39.783
46.38,39.527
46.608,40.589
46.157,40.509
46.755,40.507
46.647,39.899
46.956,40.086
46.445,39.832
46.891,38.222
48.037,36.061
48.651,35.296
49.675,35.171
51.205,34.788
51.399,35.201
51.92,35.335
51.939,37.454
52.104,38.605
51.991,38.06
51.523,36.025
52.026,34.733
52.596,34.601
53.52,34.959
53.919,34.113
53.663,35.284
53.441,36.428
52.192,36.404
51.333,36.041
51.333,36.041
51.333,36.041
51.333,36.041
51.333,36.041
52.064,33.948
51.036,35.176
52.809,37.643
52.937,38.385
52.614,37.491
52.614,37.491
53.026,36.758
52.564,35.818
51.12,36.618
51.01,36.809
49.979,36.354
50.47,36.473
50.458,36.863
50.119,37.985
50.097,37.435
48.817,39.22
48.036,39.997
47.636,39.755
47.636,39.755
47.636,39.755
47.636,39.755
47.523,38.079
47.621,38.192
47.538,39.18
47.269,38.661
46.982,38.611
47.211,38.792
47.208,37.985
46.919,38.716
46.973,39.257
46.035,37.828
47.263,35.707
48.766,35.206
49.263,35.121
50.566,33.737
51.868,32.743
52.672,32.338
53.262,32.355
54.163,31.78
55.395,30.608
57.82,29.04
61.088,27.925
64.366,27.517
67.261,28.512
68.555,31.62
69.489,35.626
67.777,40.032
64.507,43.454
60.2,45.613
56.04,45.176
53.422,47.72
50.716,51.959
47.381,53.787
45.053,54.079
43.001,54.504
40.163,53.554
35.897,53.081
30.519,54.574
25.329,59.287
21.954,62.715
20.02,62.251
20.653,60.256
21.624,58.216
22.305,58.547
24.269,57.436
28.7,55.858
33.075,55.085
36.701,55.296
38.37,55.883
37.417,56.727
37.027,59.463
37.66,61.501
36.865,62.311
35.403,62.229
33.688,61.62
32.858,60.254
34.013,58.892
35.686,59.326
37.532,60.589
39.536,61.618
39.457,61.504
37.973,60.923
36.497,60.084
34.656,60.367
33.441,62.518
33.923,63.293
36.042,61.957
37.885,58.898
38.608,54.993
37.819,51.526
35.806,49.045
33.242,47.026
32.332,45.428
33.89,43.66
37.494,43.279
42.341,43.764
48.189,42.755
54.013,43.119
60.16,42.323
65.191,42.398
68.86,42.119
71.717,40.411
71.792,40.102
71.655,40.773
71.675,43.259
72.545,46.215
73.163,48.574
72.946,51.514
72.494,53.488
70.498,54.119
67.555,54.473
64.819,53.294
60.05,51.352
54.751,51.686
48.933,49.352
45.177,46.076
42.933,44.498
41.292,42.624
40.465,42.877
41.038,44.878
42.212,47.653
42.657,51.003
44.21,53.584
45.978,55.922
46.15,56.134
44.898,54.74
43.73,51.893
41.452,50.382
40.899,49.731
40.873,48.94
41.023,46.562
41.227,44.786
42.167,45.176
44.64,46.317
46.919,48.362
48.453,51.121
48.652,53.553
48.197,54.788
45.641,54.74
44.385,56.277
43.991,57.619
43.871,57.509
42.909,56.519
40.359,56.242
35.592,56.612
28.241,58.243
21.885,57.04
17.567,56.776
17.314,58.411
18.224,59.566
20.161,60.535
21.576,61.882
22.994,63.367
24.223,65.111
25.802,66.143
27.824,66.113
29.435,66.29
30.81,66.245
32.014,65.897
33.195,65.429
34.335,65.48
35.984,64.755
36.572,63.883
38.197,64.418
41.102,65.319
43.564,65.64
47.128,65.564
49.931,64.193
51.611,62.791
53.367,61.879
55.728,60.585
57.777,59.073
59.214,57.776
59.107,56.689
57.63,55.296
55.563,53.312
52.844,51.572
50.353,49.713
47.936,50.035
46.721,50.111
45.942,48.961
44.869,48.446
44.424,47.496
42.98,46.887
41.018,46.166
39.542,44.257
38.146,43.15
36.048,41.884
34.192,40.261
33.088,39.326
32.01,37.826
30.294,36.396
30.069,35.973
31.472,33.885
32.793,33.233
33.915,32.594
35.509,30.814
36.978,29.892
38.855,29.611
40.569,29.113
42.268,28.381
43.555,27.816
43.869,27.926
43.562,28.091
43.512,28.322
43.427,28.637
43.663,28.606
43.465,29.156
42.954,29.77
42.737,30.515
42.367,30.6
42.097,30.683
41.986,30.77
41.324,31.054
40.542,32.715
40.612,34.564
41.609,36.508
43.355,37.85
45.07,38.889
46.68,41.706
47.863,43.278
48.704,45.014
49.824,45.268
51.969,42.923
52.92,41.435
53.486,40.648
53.869,39.82
55.09,38.55
55.899,37.539
56.518,35.972
57.352,35.81
58.313,35.275
58.957,34.639
59.648,34.408
59.593,33.305
59.17,32.536
59.027,32.702
60.11,32.987
60.327,32.112
60.891,32.288
61.39,31.819
61.82,31.769
62.175,31.872
61.93,31.529
61.741,30.835
61.606,30.046
60.292,29.053
59.047,29.872
59.525,30.721
60.738,32.618
63.09,34.342
65.648,37.276
67.419,41.619
68.467,46.491
68.349,50.926
67.267,54.913
66.508,57.765
66.849,60.376
64.591,60.315
61.164,58.903
57.646,57.653
55.421,57.04
54.551,56.714
55.98,56.226
59.665,58.123
63.775,60.187
65.478,61.712
65.839,62.219
65.984,62.649
65.951,62.556
66.19,62.307
67.232,61.911
69.032,61.174
71.307,61.037
72.732,60.381
73.763,59.908
74.071,60.516
73.184,61.601
72.13,61.288
71.008,61.145
70.26,62.023
70.208,62.931
70.265,63.918
70.48,64.543
69.85,64.623
69.656,64.731
70.621,64.823
69.479,64.36
67.99,64.028
67.977,62.743
66.427,63.22
65.349,64.663
65.212,65.077
63.87,65.916
62.609,65.352
62.068,64.715
62.203,64.349
62.367,64.339
63.076,64.879
63.907,65.453
64.341,66.325
63.689,66.085
63.098,64.98
63.039,64.189
62.699,63.921
62.417,63.758
62.305,64.118
62.404,64.056
62.896,62.811
62.951,62.682
63.061,63.297
62.875,63.817
62.758,63.817
62.205,63.937
62.087,63.352
61.839,63.354
61.172,62.806
59.608,62.212
57.415,61.344
54.794,60.77
51.821,60.11
49.632,59.517
48.023,58.504
47.672,56.201
47.519,53.86
46.177,51.807
44.406,49.78
42.274,47.851
39.432,44.73
36.205,42.093
32.72,40.017
31.019,39.251
30.705,39.928
29.848,39.414
28.782,36.118
29.21,33.084
29.641,32.235
30.502,30.672
31.163,29.85
31.865,28.744
32.977,27.849
34.072,28.57
35.188,28.626
37.595,27.981
39.832,27.975
42.198,28.479
45.038,28.075
47.467,27.168
49.57,27.4
50.825,27.121
52.467,26.725
53.264,26.295
53.755,25.729
54.894,24.605
55.684,24.497
55.734,23.878
55.609,23.868
56.629,22.028
58.269,20.981
59.951,21.31
60.185,21.883
59.884,21.263
59.224,20.255
58.408,19.951
57.002,20.034
55.093,20.147
54.583,19.884
55.201,20.262
56.506,21.53
58.021,22.029
59.469,22.017
61.723,22.039
63.164,21.388
64.706,20.421
65.348,20.032
65.555,20.244
65.757,19.373
65.657,19.706
65.11,20.272
65.396,21.031
65.505,22.089
65.57,22.329
65.965,23.163
65.988,22.431
65.693,21.076
65.827,20.31
66.552,19.755
68.457,18.689
70.449,17.989
71.906,17.907
71.901,19.907
70.682,21.109
69.578,20.571
70.257,20.452
73.292,22.194
77.67,24.294
79.624,27.061
79.639,29.702
78.434,32.088
77.171,34.057
76.086,36.419
74.421,40.078
73.734,41.71
74.158,42.218
74.25,43.377
72.484,45.826
69.841,47.422
67.558,48.847
65.348,49.614
61.605,50.538
57.653,53.356
55.249,57.914
55.0,59.878
54.153,59.898
51.342,60.508
47.97,62.041
44.921,63.93
43.132,65.098
42.713,64.65
42.722,62.93
43.461,60.721
44.571,57.816
45.693,54.438
46.875,50.544
49.245,46.715
51.919,44.334
55.453,40.966
59.069,38.304
62.644,37.041
64.952,34.803
66.754,32.524
69.35,31.54
72.15,33.688
75.24,34.792
77.833,36.475
80.722,36.879
81.264,36.846
79.181,39.414
75.57,43.455
73.872,47.108
72.559,52.277
68.949,57.509
66.792,59.213
65.481,60.444
64.762,62.184
63.025,61.249
59.735,58.995
57.425,57.466
54.294,55.842
50.909,53.395
46.956,50.756
42.582,48.431
37.296,44.916
31.419,41.92
26.985,39.594
23.516,37.501
21.376,38.076
21.424,37.917
22.123,37.284
22.299,38.213
23.335,36.144
25.196,35.867
27.761,37.436
30.465,37.389
33.312,35.976
35.96,35.047
38.921,34.802
42.264,35.627
45.025,37.12
47.929,36.999
49.206,39.239
49.866,42.945
49.546,46.379
48.474,50.202
47.236,53.4
45.684,55.497
44.779,57.035
44.223,57.188
43.845,56.89
42.38,54.918
40.01,51.849
38.212,48.92
36.672,46.591
35.357,44.423
34.11,42.367
32.281,41.715
30.564,40.118
29.559,40.472
28.167,41.41
27.871,40.972
28.003,40.619
27.047,40.525
26.236,38.058
25.714,35.637
25.663,34.603
25.622,34.637
26.116,32.403
25.597,32.535
24.78,32.2
24.049,33.135
23.624,32.554
23.427,31.816
22.491,29.556
22.215,28.237
22.634,29.198
22.124,29.055
22.049,28.686
22.118,29.561
21.113,28.377
21.259,29.823
21.495,30.98
21.913,29.09
21.024,27.64
20.676,25.928
21.179,24.506
21.817,22.846
22.001,22.295
21.817,22.162
22.021,22.134
22.83,20.974
21.162,21.648
20.848,22.307
22.077,21.466
22.273,22.381
20.815,22.102
21.419,21.684
22.046,22.115
20.708,24.528
20.674,23.673
20.602,23.779
21.434,22.893
21.832,22.729
22.044,22.668
22.195,22.381
22.157,22.3
22.526,22.18
21.821,23.1
21.29,23.972
23.69,26.352
27.768,27.816
30.691,29.572
31.26,30.781
30.984,29.632
30.093,26.07
30.16,20.828
31.966,17.432
34.3,16.775
37.827,15.723
40.777,15.233
41.432,12.88
41.05,10.235
41.207,7.856
42.384,5.705
45.56,3.672
50.016,3.145
52.028,3.157
50.97,3.659
50.377,4.183
51.196,4.642
53.11,4.601
54.917,3.836
58.034,3.06
60.241,2.474
62.084,3.634
63.028,6.87
64.783,11.703
66.614,16.398
68.207,22.111
69.83,27.251
72.075,32.004
73.859,36.084
75.025,39.088
75.316,41.322
74.043,44.089
72.078,46.706
69.793,48.106
67.492,49.782
67.124,51.095
68.277,53.576
69.837,53.102
73.282,51.198
76.238,50.777
75.999,50.55
73.702,51.747
71.415,52.763
69.043,55.25
67.242,56.244
65.699,56.328
65.791,54.128
67.831,54.214
68.281,54.843
68.309,53.257
68.266,54.307
66.449,54.076
63.49,52.568
59.679,51.275
55.167,48.775
51.311,47.986
47.468,45.462
44.45,43.3
41.122,42.867
38.661,43.627
35.777,44.658
32.167,44.074
29.669,45.341
27.718,44.843
26.572,46.276
26.908,47.994
27.379,48.667
27.765,50.046
28.139,52.697
27.162,54.401
25.796,54.992
24.703,53.764
24.699,51.518
24.161,49.965
22.836,48.264
20.395,45.87
18.771,43.131
17.288,41.349
17.045,41.091
17.26,39.1
18.72,38.444
19.94,37.958
21.363,35.836
21.491,35.555
21.835,35.678
21.979,35.088
21.684,34.962
21.873,34.514
22.889,32.274
24.716,32.148
27.332,34.732
30.427,38.701
33.995,41.736
36.603,45.287
37.731,48.932
37.626,52.554
37.608,57.23
38.071,60.053
37.331,60.66
34.583,59.983
30.647,58.211
27.661,55.989
25.489,52.798
24.254,50.687
23.381,49.185
24.402,47.201
27.135,44.89
30.359,42.694
33.689,40.988
37.053,41.195
40.333,41.494
44.39,40.912
48.491,41.233
51.672,42.237
52.872,43.996
54.147,44.999
56.279,48.673
55.95,51.377
55.38,52.154
53.398,52.762
49.157,53.2
46.4,52.986
43.229,53.243
40.729,53.046
38.741,52.747
36.161,53.089
33.715,55.751
31.128,60.176
29.91,63.966
27.943,65.582
27.883,64.851
29.439,60.859
28.699,57.681
25.774,55.71
22.333,55.059
18.603,54.246
15.084,50.55
13.299,47.623
11.939,45.927
12.47,45.967
12.958,46.178
13.646,45.977
14.832,44.903
14.846,45.26
14.434,45.176
14.736,45.183
15.477,45.645
15.172,45.277
14.793,43.748
14.577,44.339
14.78,44.768
15.205,44.133
14.823,41.931
14.924,40.195
15.14,39.475
14.203,39.245
13.432,39.456
12.63,38.258
11.788,37.361
12.137,37.424
11.993,36.328
12.517,34.708
13.17,33.605
13.845,33.911
13.774,32.731
17.665,30.402
23.579,28.486
29.4,22.695
33.118,15.859
32.453,9.433
27.432,6.586
20.374,7.845
14.986,12.045
12.776,16.27
13.214,18.736
14.422,20.452
16.522,22.708
17.897,24.664
18.69,25.962
19.202,27.316
19.334,28.86
17.657,30.006
17.108,32.245
19.571,33.813
21.777,35.002
24.283,37.114
26.693,37.746
28.082,39.514
29.793,40.361
31.347,41.05
31.934,43.27
33.501,44.422
34.699,44.943
36.79,45.389
38.231,46.756
39.517,47.984
40.718,49.317
41.658,50.444
41.868,50.495
43.159,51.663
44.479,53.094
45.136,54.812
45.217,55.799
45.02,55.22
45.888,55.552
47.327,55.996
50.064,56.465
51.516,57.625
52.815,59.843
53.644,62.375
54.531,64.64
55.748,65.469
58.064,65.762
60.304,64.665
61.774,63.801
62.826,63.262
64.078,63.356
64.905,63.825
65.186,62.864
65.824,60.62
66.621,59.38
67.802,58.517
68.333,56.036
67.538,53.777
66.964,53.762
65.778,55.789
60.248,58.4
54.214,59.991
49.947,63.405
47.201,65.142
44.547,65.151
42.812,64.938
41.531,64.519
39.894,63.552
37.583,61.528
34.015,59.478
29.945,56.887
26.108,53.976
22.388,53.45
19.69,55.564
20.814,58.059
23.46,58.676
26.473,58.112
27.634,56.385
27.729,53.929
27.445,51.34
26.758,50.444
26.325,50.404
27.229,49.634
28.26,49.146
26.731,50.597
22.923,54.037
18.444,57.432
15.98,58.768
13.084,58.816
10.554,58.74
8.174,61.643
6.878,63.393
5.732,62.792
2.479,62.579
1.297,61.521
0.883,61.162
0.983,60.833
3.459,59.088
6.429,58.492
8.832,58.808
12.657,58.376
16.692,58.047
21.064,58.317
25.389,57.465
29.364,57.195
32.801,56.903
35.982,56.227
39.063,56.377
41.628,56.676
43.972,56.32
45.77,56.038
47.218,55.463
48.699,55.433
51.121,56.507
53.473,57.793
55.644,59.611
58.163,61.418
59.671,63.163
60.775,63.78
62.216,64.631
63.324,65.413
64.191,65.456
65.127,65.808
64.522,65.276
64.25,65.277
65.259,64.602
65.243,63.631
65.29,63.537
65.135,64.574
65.052,64.047
65.469,64.527
64.914,64.835
64.36,64.357
62.733,64.594
61.19,64.805
59.743,65.49
58.737,64.826
59.28,64.784
60.329,64.12
59.289,63.735
57.855,64.288
56.718,63.714
54.609,63.084
52.563,63.43
51.345,61.291
50.057,58.905
47.786,56.648
44.887,54.303
41.898,52.43
40.374,50.624
40.136,48.32
39.95,44.417
40.547,42.688
41.439,41.969
42.184,42.136
42.468,42.976
42.724,43.549
42.528,43.762
42.391,44.997
42.714,47.529
43.376,50.349
43.168,53.986
41.997,57.092
40.389,59.936
37.845,62.519
33.919,62.756
28.392,63.267
22.953,66.3
20.506,66.335
18.001,65.166
15.585,63.322
14.752,60.654
14.665,58.335
13.777,55.084
13.191,53.104
13.446,52.881
14.622,50.774
14.243,48.169
13.687,47.444
13.41,46.34
14.076,45.544
13.38,45.383
14.391,42.503
14.941,41.77
15.98,40.833
16.369,40.021
16.298,40.511
15.455,41.684
14.929,42.636
14.32,41.727
14.685,41.103
14.971,40.483
15.334,40.57
16.034,40.033
16.048,39.719
14.918,39.264
14.56,39.747
15.131,39.013
16.093,38.607
15.316,39.488
15.224,39.275
14.55,39.377
14.914,38.791
15.151,39.58
15.093,39.852
15.301,40.054
14.888,40.346
14.86,40.119
14.956,40.224
14.561,40.009
14.737,38.597
15.083,38.067
15.243,37.489
15.344,36.975
15.035,37.063
14.799,38.056
14.601,40.593
13.973,40.924
13.655,41.44
14.027,41.4
14.283,41.441
13.392,42.095
13.364,41.541
13.965,41.26
15.216,42.706
15.752,44.779
15.675,45.364
15.978,44.786
15.172,44.951
14.654,44.338
14.068,43.532
13.299,43.752
13.305,42.566
13.299,41.874
12.34,42.267
11.917,41.454
12.309,40.946
12.197,40.528
12.217,40.98
13.066,42.172
14.563,43.093
17.354,40.463
20.775,37.52
24.16,35.153
26.291,33.204
26.79,34.636
26.263,34.011
24.389,33.355
21.818,34.618
19.308,36.886
18.137,38.485
18.129,39.474
18.967,40.971
18.656,40.784
18.573,40.858
18.684,40.968
19.935,40.266
22.265,39.674
25.187,37.391
28.209,34.981
30.941,33.712
33.919,30.401
36.242,28.255
37.836,28.073
39.174,27.343
40.428,26.447
41.794,26.178
43.609,24.719
45.717,24.093
47.983,25.182
48.974,26.078
48.795,26.005
48.449,26.32
51.171,26.344
56.077,27.896
60.083,30.521
62.259,33.147
63.697,34.733
63.734,39.264
63.591,43.098
63.156,43.929
63.047,43.059
62.539,42.203
61.423,42.908
61.055,45.948
61.528,49.134
62.531,51.273
63.71,52.988
64.168,58.571
62.509,62.198
61.484,64.063
61.082,62.424
59.73,65.009
59.486,65.103
60.401,64.209
60.028,63.359
58.97,62.124
58.116,61.519
57.345,59.99
56.174,58.401
55.439,57.382
55.93,56.742
66.119,53.947
61.823,52.818
58.437,49.053
55.901,46.401
54.63,44.809
53.473,45.032
53.224,45.284
52.236,46.72
50.427,47.255
48.644,47.066
45.821,49.744
41.078,53.5
35.626,57.616
31.929,62.456
31.735,64.158
32.093,64.102
33.554,63.7
35.854,62.748
38.346,61.677
40.603,60.76
41.136,59.084
40.828,56.682
39.906,54.153
38.069,52.137
36.357,50.564
35.312,49.495
33.36,49.04
32.246,47.224
32.241,45.7
33.849,46.574
36.038,48.932
37.859,51.646
39.429,54.947
40.453,56.532
40.907,56.235
41.578,55.619
43.228,54.436
44.81,51.302
48.051,50.868
51.739,51.581
54.76,53.668
56.166,55.534
57.274,56.804
56.514,55.948
54.871,55.256
53.476,54.556
51.901,54.147
49.57,53.44
46.355,53.494
42.361,55.302
38.029,56.814
34.72,60.73
32.807,64.695
31.347,64.542
29.398,62.507
26.143,60.791
21.244,58.392
20.095,56.371
20.326,56.517
18.85,56.568
19.212,54.681
21.311,51.822
24.755,50.884
28.347,50.933
32.021,50.211
36.439,49.899
39.944,50.005
42.919,49.629
45.722,49.136
48.886,48.422
51.073,46.96
52.976,45.806
54.543,45.058
55.293,44.228
55.479,44.178
54.996,43.47
54.974,41.929
55.89,38.825
56.355,39.857
56.844,41.523
58.488,43.598
60.011,45.237
61.453,44.573
62.176,43.739
63.071,43.002
64.819,44.092
66.689,45.431
67.416,48.084
68.05,50.31
69.375,52.557
70.994,54.751
72.144,56.511
73.207,57.343
72.881,58.715
70.948,60.406
68.448,60.072
67.015,57.699
67.5,57.212
64.728,59.817
60.669,59.947
56.53,61.616
53.569,63.841
52.989,65.343
53.41,65.704
53.17,64.685
52.051,60.818
50.907,56.1
52.044,53.806
55.357,52.823
57.873,51.189
59.613,50.824
61.502,48.957
63.154,46.997
64.089,46.529
62.244,46.918
60.19,45.621
58.772,42.155
58.06,38.511
55.658,37.287
54.584,36.316
55.152,33.6
56.264,33.512
58.066,34.414
61.508,33.669
65.066,35.427
69.919,39.525
72.293,42.999
71.74,44.696
69.479,46.087
66.769,46.931
64.578,46.377
62.57,43.812
60.02,45.065
57.7,48.491
55.443,50.867
52.696,52.266
48.66,52.467
45.493,52.321
42.725,52.52
39.632,51.629
36.915,49.201
35.513,46.39
32.913,44.188
29.245,43.795
26.363,42.038
26.037,41.012
26.687,39.225
27.089,39.195
27.572,39.839
28.876,41.581
32.105,43.69
34.743,45.704
35.488,47.904
36.474,50.283
36.69,51.114
36.411,52.006
36.735,53.467
37.291,53.536
37.826,51.891
38.426,49.604
38.938,47.738
38.903,46.427
38.326,44.759
37.5,43.138
36.36,42.302
35.946,40.77
35.485,40.307
34.805,39.588
33.505,37.914
30.985,36.713
28.9,36.964
28.651,38.983
29.242,39.977
30.479,40.182
33.883,41.419
38.257,43.74
42.592,47.145
47.448,51.566
52.383,56.709
56.528,61.467
58.278,64.541
57.771,65.908
56.657,66.796
57.932,65.735
61.335,64.248
63.888,63.36
64.586,63.337
65.852,61.958
67.545,58.907
67.463,58.574
67.942,59.134
68.271,58.387
67.644,59.886
66.768,60.558
66.567,59.58
67.115,59.253
68.019,60.164
69.407,60.569
70.145,60.728
70.407,62.167
72.704,63.526
72.667,63.37
72.464,64.209
71.913,65.068
70.243,64.548
69.334,64.451
68.268,64.245
67.503,64.327
66.975,64.132
66.533,64.079
66.13,64.285
65.823,64.088
65.469,64.036
65.169,64.305
65.103,64.291
65.443,64.986
65.756,64.766
65.797,64.177
65.454,63.269
65.756,62.025
66.704,62.571
66.679,63.616
65.676,63.767
64.705,63.214
64.329,64.556
64.348,65.523
63.959,65.839
62.209,65.288
60.879,64.192
61.101,63.677
62.798,64.187
64.832,65.571
65.45,64.76
64.914,64.664
64.403,63.779
63.061,62.895
60.984,62.603
59.975,61.683
60.499,60.677
60.487,59.913
58.343,58.363
55.355,56.371
52.191,54.124
47.845,52.077
43.573,50.336
40.048,48.048
36.849,44.806
34.268,42.179
32.634,40.761
32.492,40.418
32.969,41.939
